PMID,PUB_YEAR,PUB_MONTH
22170833,2011,0
22171087,2012,3
22171316,2011,7
22171756,2012,1
22171976,2012,1
22172107,0,0
22172310,2012,1
22172396,2012,5
22172660,2012,2
22172705,2012,1
22173093,2012,3
8538905,0,0
8539022,1995,8
8539243,1995,9
8539779,1995,10
8539787,1995,4
8539789,1995,4
8540316,1995,0
8540705,1995,9
8540721,1995,9
8540727,1995,9
8540763,0,0
8540770,0,0
8541236,1995,12
8541278,1995,11
8541306,1995,12
8541342,1995,12
8541641,1995,11
8541654,1995,11
9587732,1998,3
9587840,0,0
9587950,1998,4
9588068,1998,0
9588668,0,0
9589061,1998,3
9589071,1998,3
9589397,1997,11
9589400,1997,11
9589404,1997,11
9589407,1997,11
9589825,0,0
9590233,1998,5
17640951,2007,10
39474537,0,0
34229054,2021,9
34231106,2021,12
34231565,2021,7
33705101,2021,4
9063465,1997,2
9063582,1997,2
9063652,1997,3
9063687,1997,2
9063692,1997,2
9063811,1994,0
9063882,1997,2
9064247,0,0
9064363,1996,2
9064673,0,0
9065315,1996,11
9065316,1996,12
9065425,1997,3
9065484,1997,3
9065728,1997,2
9065740,1997,2
9065741,1997,2
9065810,1997,2
9065817,1997,2
9065883,1997,2
9065940,1997,0
26364568,2015,11
26364630,2015,9
26364989,2015,11
26365207,2015,10
26365356,2015,0
26365632,2015,10
26366017,2015,9
26366019,0,0
26366137,0,0
26366961,0,0
26367117,2015,0
26367206,0,0
26367408,2015,3
21646031,0,0
21646044,2011,9
21647259,2011,0
21647267,2011,0
21647293,0,0
21647324,2011,0
21647495,2011,7
21647989,2011,7
21648046,2011,8
21648186,0,0
21648189,0,0
21648190,0,0
21648191,0,0
21648198,0,0
21648417,2011,7
21648456,2011,8
21648485,2011,7
1198998,0,0
1199019,0,0
1199239,1975,5
1199242,1975,5
1199524,1975,8
1199525,1975,8
1199622,1975,0
1199719,1975,11
1199991,1975,11
1200057,1975,12
1200187,1975,9
1200338,1975,8
1200495,1975,11
1200675,1975,8
1200704,1975,10
1200883,1975,0
1200886,1975,0
1200947,0,0
1200952,0,0
1200976,1975,12
1200988,1975,6
1200991,1975,6
1200992,1975,6
1200994,1975,9
1200995,1975,9
1200998,1975,9
1201141,0,0
1201144,0,0
1201192,1975,10
1201291,0,0
1201480,1975,10
1201487,1975,10
1201505,1975,10
1201591,1975,11
1201604,1975,12
1201617,1975,12
31607606,2019,11
31607727,2019,10
31608630,2019,11
31609528,2019,12
31610047,2020,2
12733476,0,0
12733581,2003,3
12733794,2003,3
12733868,2003,5
12733880,2003,5
12733887,2003,5
12733890,2003,5
12733899,2003,5
12733914,2003,5
12733935,2003,5
12733936,2003,5
12734208,2003,7
12734389,2003,8
12734532,0,0
12734534,0,0
12734619,2003,5
12734636,2003,6
12734939,2003,4
12735234,2003,3
12735428,2002,0
12735439,2003,4
12735441,2003,4
12735445,2003,4
12735449,2003,4
12735451,2003,4
12735457,2003,4
12735471,2003,4
12735680,2003,4
12735682,2003,4
12735683,2003,4
12735732,2003,5
12735753,2003,5
12735772,2003,5
12735875,0,0
12735972,2003,5
12735974,2003,5
12735989,2003,5
23743281,2013,7
23743360,2013,7
23743620,2013,9
23743742,0,0
23744369,2013,6
23744376,2013,6
23744383,2013,6
23744386,2013,6
23744392,2013,6
23744641,2013,8
23744733,2013,7
23745045,2013,0
23745353,0,0
23745767,2013,7
28985998,2017,11
28986331,2017,11
28986385,2017,12
28987406,2018,1
28987603,2017,11
28987606,2017,11
28988473,2017,11
19025057,2008,0
19025629,2008,11
19025982,2009,12
19026120,0,0
19026125,0,0
19026127,0,0
19026426,2009,3
19027135,2009,2
19027231,2009,5
19027295,2009,1
19027354,2009,3
17451862,0,0
17451950,2007,7
17451962,2007,7
17451996,2008,1
17452102,2007,6
17452107,2007,6
17452131,2007,7
17452362,2007,0
17453192,2007,8
17453412,0,0
17453415,0,0
17453417,0,0
17453687,0,0
17453727,2007,0
17453738,0,0
17453917,0,0
17454030,2007,0
17454118,2007,4
17454252,0,0
17454312,2007,3
17454314,2007,3
17454376,0,0
17454377,0,0
17454381,0,0
17454386,0,0
17454387,0,0
17454396,0,0
32131853,2020,3
32132037,2020,3
32132278,2020,3
32132286,2020,3
32132387,2020,5
32133462,2020,3
32134057,2020,4
29510502,2018,3
29511102,2018,3
29512633,0,0
29512642,0,0
29512667,2018,3
29513045,2018,12
29513069,2018,7
6965983,1980,5
6966489,1980,2
6966532,1980,5
6966539,1980,6
6966560,1980,5
6966941,1980,2
6967010,1980,0
6967065,1980,7
6967113,1980,7
6967296,1980,5
6967400,1980,3
6967910,1980,10
6967912,1980,10
6968216,1980,0
6968217,1980,0
6968248,1980,10
6968303,1980,7
6968322,1980,10
6968680,1980,9
6968724,1980,4
6968808,1980,11
6968810,1980,11
1723047,1991,10
1723183,0,0
1723443,0,0
1723597,1991,8
19551775,2009,7
19551783,2009,7
19551813,2009,10
19551911,2009,9
19551990,2008,12
19552093,2008,9
19552374,2009,9
19552380,0,0
19552389,2009,7
19552432,2009,7
19552433,2009,7
19552441,2009,7
19552625,2009,12
19552692,2009,9
19552701,2009,8
19552908,2009,7
19552951,2009,10
19552984,2009,10
19553129,2009,7
19553166,2009,11
19553488,2009,9
19553698,2009,12
19553884,2009,6
19553888,2009,6
2250666,1990,12
2250667,1990,12
2250947,0,0
2251279,1990,12
2251284,1990,12
2251584,1990,8
2251684,1990,10
2252617,1990,10
2252660,0,0
2252885,1990,9
2252911,1990,12
2253053,1990,7
11163412,2000,12
11163750,2001,1
11164072,2000,11
11164234,2001,1
11164266,2000,12
11164278,0,0
11164378,2001,1
11164580,2000,12
11164591,2001,1
11164594,2001,1
11164801,2001,2
11165100,2001,2
11165125,2001,1
11165335,2001,3
11165411,0,0
11165827,2001,1
11165909,0,0
27416102,2016,11
27416460,1988,5
27416552,2016,10
27416553,2016,10
27417202,2017,1
27417509,2016,8
27417723,2016,5
27418694,0,0
6444941,1980,2
6445204,1980,4
6445239,1980,4
6445305,1980,6
6445609,1980,1
6445647,0,0
6445757,1980,4
6445761,1980,4
6445928,1980,3
6446258,1980,2
6446363,1980,0
6446556,1980,7
6446591,1980,3
6446611,1980,7
6446685,1980,5
6446690,1980,8
6447033,1980,6
6447210,1980,8
32660058,2020,7
32661708,2020,11
36853528,2024,2
36854511,2023,3
36855227,0,0
36855562,2022,8
12212068,2000,2
12212087,1999,11
12212100,2000,3
12212341,0,0
12212748,2002,8
12212752,2002,8
12212766,0,0
12212769,0,0
12212772,0,0
12212773,0,0
12212774,0,0
12212775,0,0
12212777,0,0
12212779,0,0
12212784,0,0
12212885,2002,9
12213053,2002,9
12213062,2002,9
12213063,2002,9
12213066,2002,9
12213072,2002,9
12213074,2002,9
12213075,2002,9
12213078,2002,9
12213089,2002,10
12213452,2002,11
12213453,2002,11
12213456,2002,11
12213475,2002,11
12214290,2002,7
12214529,0,0
12214542,2002,3
153136,1978,10
153149,1978,12
153196,1978,0
153223,0,0
153320,1979,1
153407,1978,5
153442,1978,0
153512,0,0
153660,0,0
153665,0,0
153669,0,0
153678,0,0
153735,1978,9
154103,1978,10
154220,0,0
154228,0,0
154438,1978,10
154525,1979,1
154688,1976,0
154771,0,0
154837,1979,3
154921,1979,2
154946,1978,0
155006,1978,12
155050,1979,2
155340,0,0
155391,1979,5
155474,0,0
155742,1979,6
155828,1979,0
3824476,0,0
3824806,1986,12
3825175,1987,1
3825176,1987,1
3825178,1987,1
3825224,1986,12
3825403,1986,10
3825736,1987,0
33183604,2021,1
33183789,2021,4
33184584,2020,11
33184591,2020,12
33185017,2021,2
33185088,2020,11
33185286,2021,2
33185443,2020,12
33185784,2020,12
27940402,0,0
27941676,2016,12
27942753,2017,3
38426440,2024,3
38427255,2024,0
38427455,2024,3
38427610,2024,5
38428184,0,0
31086238,2019,5
31086268,2019,5
31087413,2019,5
31087606,2019,7
31087636,2019,5
31087770,2019,9
31087867,2019,5
31088301,0,0
36329158,2022,11
36329364,2023,2
36329409,2022,11
36331415,2022,11
36331432,0,0
36331436,2023,2
36331529,2022,12
30038626,2018,0
30039331,2018,9
30039380,2018,10
30562002,2019,1
30563037,2018,12
30563195,2018,12
30563338,2019,1
30563725,2019,1
30563937,2019,4
30564084,2018,0
30564464,0,0
30564595,2018,12
5921837,1966,5
25319103,2015,4
25319619,2014,12
25320669,2014,0
25321469,2014,10
6699879,1984,3
22697488,2012,7
22697589,2012,5
22698446,2012,8
22698713,2012,9
22698781,2012,7
22699089,2012,9
22699308,0,0
22699360,2012,10
22699569,2012,6
22699788,2012,7
22699813,2012,8
22700230,2012,6
22700237,2012,6
34756964,2022,1
34757189,2022,2
34758070,2021,11
34758851,2021,11
18503194,2008,3
18503263,2008,6
18503286,2008,6
18503422,2000,10
18503437,2001,2
18504554,2008,10
18504561,2008,7
18505091,0,0
18505291,2008,6
18505299,0,0
18505485,1998,2
18505487,1998,2
18505539,1999,6
18505810,2008,8
21124790,2010,11
21125687,2011,1
21125688,2011,1
21125689,2011,1
21125690,2011,1
21125810,2010,0
21125811,2010,0
21125812,2010,0
21125999,2010,12
21126022,2011,1
21126392,2010,12
21126804,2011,1
21126829,2011,3
21126876,2011,1
21126878,2011,1
21126910,2011,3
21127131,2011,3
21127298,2011,1
16406390,2006,5
16406440,2006,5
16406518,2006,1
16406583,2006,9
16406589,2006,3
16406596,2006,3
16406680,2006,0
16406753,2006,1
16406840,2006,5
16407206,2006,3
16407536,2006,1
16407564,2006,1
16407828,2006,5
16408070,2005,11
16408139,0,0
16408394,0,0
16408618,2005,12
16408791,2005,12
2774567,1989,9
2774573,1989,10
2774669,0,0
2774767,0,0
2775073,1989,5
2775174,1989,5
2775252,1989,8
2775333,1989,6
2775445,1989,1
2775466,1989,0
2775544,1989,5
2775559,1989,8
2775607,1989,7
2775791,1989,9
2775794,1989,9
2775831,1989,8
2775840,1989,7
2775903,1989,7
2776128,1989,6
2776130,1989,6
2776131,1989,6
2776244,1989,6
2776247,1989,6
2776271,1989,1
2776277,1989,6
2776334,1989,9
2776393,1989,9
2776675,0,0
2776796,1989,0
2776818,1989,0
2777066,1989,7
2777082,1989,5
2777152,1989,7
2777157,1989,6
20076094,1969,1
20076195,1970,2
20076244,1970,3
20077215,2009,0
20077416,2010,3
20077541,2010,2
20077882,2009,12
20078027,2010,2
20078098,2010,2
20078105,2010,2
20078110,2010,2
3823172,1986,10
3823612,1987,2
3823805,1986,12
15881801,0,0
15881802,0,0
15881804,0,0
15881810,2004,11
15881947,0,0
15881962,2005,0
15882050,2005,5
15882086,0,0
15882168,0,0
15882178,0,0
15882770,0,0
15882786,0,0
15882804,0,0
15882846,2005,6
15882939,0,0
15883788,2005,6
15883817,2005,6
15883973,2005,6
15883977,2005,6
15884292,2004,10
15884293,2004,10
15884337,2005,4
15884354,2005,4
17979030,2007,11
17979100,2007,12
17979187,2008,5
17979246,2007,11
17979261,2007,11
17979269,2007,11
17979284,2007,12
17979788,2007,0
17979883,0,0
17979886,0,0
17980865,2008,1
17980923,2007,12
17980981,2008,3
17981032,2008,1
17981288,2007,12
17981332,2008,3
17981366,2008,7
17981421,2008,1
17981462,2008,1
17981469,2008,1
17981669,2008,1
17981710,2008,1
35280530,2022,3
35281143,0,0
35281645,2022,3
35281661,2022,3
35281691,0,0
35281972,2022,3
35283069,2022,6
26891799,2016,3
26892135,0,0
26892214,0,0
26892493,2016,2
26892505,2016,0
26892591,2016,2
26894272,2016,3
26894540,2016,1
24794909,2014,0
24794938,2014,6
24795863,2014,0
24796380,2014,5
24796607,2014,5
24796848,2014,6
24796890,2014,5
24797455,2014,5
37377795,2023,0
37378019,2022,5
37378448,2023,7
37378721,2024,3
37380035,2023,10
37380135,2023,9
23222511,2012,12
11687506,2001,12
11687510,2001,12
11687658,2001,11
11687726,0,0
11687730,0,0
11687741,0,0
11687754,0,0
11687908,0,0
11687937,2001,10
11688360,0,0
11688932,0,0
11688934,0,0
11689079,2001,11
11689189,2001,10
11689257,2001,11
11689264,2001,11
11689268,2001,11
11689383,2001,11
3298831,1987,5
3298912,1987,7
3298922,0,0
3299075,1987,7
3301500,1987,2
20600619,2010,8
20600861,2010,9
20601112,2010,10
20601268,2011,1
20602371,2010,8
20602532,2010,11
20602908,0,0
20603013,2010,7
20603140,2010,11
15357607,2004,9
15357608,2004,9
15357611,2004,9
15357617,2004,9
15357958,2004,9
15357962,2004,9
15358019,2004,8
15358287,2004,9
15358290,2004,9
15358296,2004,9
15358320,2004,10
15358621,2005,3
15358783,2004,11
15359088,0,0
15359598,2004,6
15359624,0,0
15360093,2004,8
15360211,0,0
15360212,0,0
15360215,0,0
15360218,0,0
15360220,0,0
15360237,2004,9
15360259,2004,9
15360267,0,0
15360269,0,0
15360276,0,0
16930571,2006,11
16930665,0,0
16930797,2007,1
16930912,2007,1
16930913,2007,1
16931004,2006,11
16931030,2006,12
16931125,2007,5
16931334,2006,8
16931356,0,0
16931423,2006,9
16931427,2006,9
16931993,2006,9
16932109,0,0
16932873,2006,12
38950482,2024,10
38950523,2024,7
38951739,0,0
38952771,0,0
38953034,2024,0
37902074,0,0
37902402,2023,11
37902974,2023,11
37903659,0,0
37904258,2023,11
37904288,2024,2
8017634,1994,5
8017861,0,0
8017910,1994,4
8018249,0,0
8018254,0,0
8018308,1994,3
8018465,1994,0
8018545,1994,7
8018659,1994,7
8018706,1994,6
8018849,1994,3
8018939,1993,0
8019060,0,0
8019061,0,0
8019108,1994,0
8019124,0,0
8019134,1994,3
8019483,1994,2
8019753,1994,3
8019847,1994,3
8020122,1994,4
8020124,1994,4
8020130,1994,4
8020132,1994,4
8020135,1994,4
8020165,1994,6
24270683,2014,1
24270830,1982,9
24270870,1982,12
24270872,1982,12
24271033,2014,5
24271095,0,0
24271266,1980,9
24271356,1986,2
24271427,1989,1
24271429,1989,1
24271440,1989,1
24271441,1989,1
24271443,1989,1
24271446,1989,1
24271453,1989,1
24271454,1989,1
24271467,1986,4
24271540,1989,10
24271569,1976,8
24271587,1986,8
24271588,1986,8
24271599,1989,11
24271600,1989,11
24271615,1996,8
24271676,1989,12
24271681,1989,12
24271709,1986,10
24271711,1986,10
24271714,1986,10
24271771,1982,8
24271793,1989,2
24271800,1989,2
24271802,1989,2
24271809,1989,2
24271853,1977,2
24271870,1982,8
24271896,1989,3
24271998,1989,4
24272106,1989,5
24272176,1989,6
24272244,1977,10
24272380,1989,8
24272382,1989,8
24272383,1989,8
24272421,1989,9
24272471,1982,12
24272511,1985,1
24272616,1985,3
24272618,1985,3
24272787,2014,6
24272841,1985,9
24273103,2014,1
1725950,1991,12
1725951,1991,12
1726048,1991,9
1726074,1991,12
1726082,0,0
1726206,1991,0
1726508,1990,0
1726601,0,0
1726615,1991,0
1726620,1991,0
1726649,0,0
1726673,0,0
1726811,1991,0
1726824,0,0
1727444,1992,1
1727629,1992,1
1727632,1992,1
1727847,1992,1
1728591,1992,1
1728596,1992,1
1728768,1992,1
1728769,1992,1
7493455,1995,7
7493459,1995,7
7493545,1995,8
7493598,1995,4
7493607,1995,4
7493738,0,0
7493972,1995,12
7493983,1995,12
7494066,1995,9
7494150,1995,9
7494151,1995,9
7494152,1995,9
7494193,1995,5
7494381,1995,5
7494382,1995,5
7494538,0,0
7494547,0,0
7494549,0,0
7494828,1995,8
7494832,1995,8
7495229,1995,12
7495255,1995,12
7495359,1995,10
7495477,1995,10
7495532,1995,5
7495843,1995,11
7495845,1995,11
7495941,1995,0
28464740,2017,6
28464761,2017,0
28464765,2017,0
28464853,2017,5
28466135,2017,6
28466382,2017,8
28466424,2017,5
28466431,2017,8
28466577,2017,6
28466639,2017,6
28466954,2017,6
28467044,2017,5
28467265,0,0
10638845,0,0
10639079,0,0
10639080,0,0
10639081,0,0
10639082,0,0
10639083,0,0
10639086,0,0
10639088,0,0
10639090,0,0
10639093,0,0
10639095,0,0
10639275,1999,12
10639288,1999,12
10639289,1999,12
10639749,0,0
10639750,0,0
10639751,0,0
10639754,0,0
10639756,0,0
10640022,0,0
10640193,1999,7
10640208,0,0
10640302,2000,2
10640305,2000,2
10640311,2000,2
10640318,2000,2
10640511,2000,2
10640559,2000,1
10640594,2000,1
10640641,2000,2
10640877,0,0
10640902,0,0
10640907,0,0
10641000,2000,1
10641014,0,0
10641015,0,0
10641018,0,0
10641532,0,0
10641547,0,0
32659649,2020,11
32659883,2020,7
25843231,2015,9
25843693,2015,5
25844183,2015,3
25844375,0,0
25844398,0,0
25844411,0,0
25844417,0,0
25844481,0,0
25844557,2015,4
25845263,0,0
25845282,2015,4
25845343,2015,3
25845354,2015,4
25845411,2016,7
25845630,2015,7
25845637,0,0
25845860,2015,7
677506,0,0
677853,1978,7
677962,1978,4
678009,1978,4
678016,1978,4
678019,1978,5
678217,1978,4
678223,1978,4
678316,1978,6
678343,0,0
678516,1978,6
678532,1978,6
678539,1978,8
678570,0,0
678607,1978,6
678614,1978,7
678618,1978,7
678619,1978,7
678974,1978,7
679054,1978,7
679070,1978,7
35804703,2022,6
35805927,2022,6
35806720,2022,6
35807239,2022,6
35807298,2022,6
35807360,2022,6
35807373,2022,6
35807393,2022,6
35807475,2022,6
4347708,1972,12
4347974,1973,4
4348178,1972,11
4348345,1973,4
4349028,1973,4
4349054,1973,3
4349109,1972,9
4349115,1972,9
4349132,1970,9
10114926,0,0
10115599,0,0
10115602,0,0
10115621,0,0
10116128,0,0
10116129,0,0
10116407,0,0
10116418,0,0
10116477,0,0
10116494,0,0
10116623,0,0
10116885,0,0
10116931,0,0
10116980,0,0
10116981,0,0
10117133,0,0
10117371,0,0
10117372,0,0
22173454,2011,12
22173483,2012,4
22173599,0,0
22173806,2012,1
22174266,2012,0
22174565,2011,0
22174763,2011,0
22174819,2011,0
22174976,2011,11
22175799,2012,1
23223194,2013,1
23223496,2013,2
23223550,2013,1
23224005,2012,10
23224171,2012,8
23224368,0,0
8541886,1995,10
8542150,1996,1
8542513,0,0
8542603,1995,10
8543036,1995,12
8543346,1995,8
8543691,1996,1
8543814,1996,1
8543945,1995,10
8544177,1995,12
8544179,1995,12
8544294,1995,11
9590441,1998,5
9590571,0,0
9590596,0,0
9591093,0,0
9591096,0,0
9591231,1998,2
9591304,0,0
9591362,1998,4
9592025,1998,3
9592035,1998,3
9592154,1998,6
9592162,1998,6
9592934,1998,3
39475462,2025,1
39475562,2024,11
39475679,2024,10
39476563,2024,12
39476898,2024,12
39476983,2024,11
39477006,2024,12
34232294,2021,7
34233390,1990,3
34234390,2021,0
33707600,2021,3
33708453,2021,0
33709144,2021,4
33709719,2021,4
33709862,2021,8
33709867,2021,0
9066172,1996,12
9066312,1997,2
9066620,0,0
9066623,0,0
9066673,0,0
9066681,0,0
9066765,1997,1
9067313,1997,3
9067481,1997,2
9067557,1997,3
9067780,0,0
9067811,1997,1
9067996,1997,1
9068039,1997,3
9068191,1997,3
9068274,1997,3
9068277,1997,3
9068650,1997,3
26368393,2015,9
26369590,2015,0
26369592,2015,0
26369919,2015,8
26370230,2015,9
26370277,2016,1
21649444,2011,7
21650157,2011,6
21650194,2011,7
21651286,1998,5
21651466,2011,7
1201821,1975,0
1201936,0,0
1201944,1975,10
1201969,1975,11
1202029,1975,12
1202044,1975,11
1202083,1975,12
1202260,1975,7
1202301,0,0
1202363,1975,0
1202365,1975,0
1202395,0,0
1202408,1975,12
1202420,1975,9
1202522,0,0
1202533,0,0
1202537,0,0
1202590,1975,11
1202637,1975,12
1202661,1975,10
1202725,1975,12
1202842,0,0
1202872,1975,9
1202894,0,0
1203011,0,0
1203013,0,0
1203015,0,0
1203044,0,0
1203061,1975,10
1203181,1975,11
1203242,1975,12
1203267,0,0
1203268,0,0
1203290,0,0
1203313,0,0
1203314,0,0
1203315,0,0
1203318,1975,0
1203346,0,0
1203348,0,0
1203352,0,0
1203357,0,0
1203361,0,0
1203366,0,0
1203373,0,0
1203392,0,0
1203393,0,0
1203576,1975,12
1203630,1975,11
1203879,0,0
1204256,1975,9
31610389,2019,12
31611365,2019,12
31611606,2019,10
31611996,2019,11
31612426,2020,8
12736064,2003,6
12736456,2003,5
12736464,2003,5
12736465,2003,5
12736468,2003,5
12736498,2003,5
12736504,2003,5
12736553,1999,0
12737257,2003,2
12737265,2003,2
12737269,2003,2
12737369,0,0
12737395,2003,6
12737531,2003,4
12737551,2003,5
12737579,2003,5
12737589,2003,5
12737595,2003,5
12737599,2003,5
12737601,2003,5
12737982,2003,6
12738289,2003,7
12738362,2003,5
12738400,0,0
12738549,0,0
12738553,0,0
23746355,2013,6
23746472,2013,7
23746476,2013,7
23746513,2013,6
23746914,0,0
23747144,0,0
23747809,2013,7
23747995,2013,11
23748004,2013,9
23748152,2013,7
23748306,0,0
23748557,2013,10
23748793,2013,0
14310903,1965,0
14310905,1965,0
28989034,2017,11
28989252,0,0
28989599,2017,8
28989658,2017,9
28989674,2017,9
28989724,2017,9
28990339,2017,11
28990384,2017,11
28990385,2017,10
28990506,2019,0
28990761,2017,10
28991165,2017,10
28991459,2017,10
28991472,2017,11
19027834,2009,3
19027851,2009,1
19028311,2009,2
19028410,2009,5
19028489,2009,1
19028504,2009,1
19028567,0,0
19028587,2009,2
19029701,2008,12
19029706,2008,12
17454804,0,0
17454826,2007,0
17455159,0,0
17455342,2007,5
17455357,2007,5
17455445,0,0
17455467,2007,2
17455904,2007,5
17455915,2007,5
17455927,2007,5
17455959,2007,5
17455962,2007,5
17455981,2007,5
17456043,2007,0
17456185,2007,7
17456252,2007,4
17456431,2007,5
17456786,2007,7
17456929,0,0
17456934,0,0
17456973,2007,4
17456979,2007,4
17457123,2007,5
32134656,2020,3
32134851,0,0
32135243,2020,6
29513475,0,0
29513484,0,0
29513920,2018,4
29513954,2017,5
29513995,2018,4
29514128,2018,5
29514608,2018,3
29515409,0,0
29515437,2018,0
29515621,0,0
29515855,2018,2
6969293,1980,12
6969547,1980,10
6969637,1980,12
6969667,1980,10
6969670,1980,9
6970037,1980,0
6970130,1980,11
6970154,1981,1
6970323,1980,0
6970472,0,0
6970547,1981,2
6970786,1980,0
6970807,1980,2
6970859,1981,4
6971056,1981,1
6971111,1981,0
6971149,1981,5
6971256,0,0
6971504,1981,1
6971580,1981,4
19554728,2008,12
19555041,2008,0
19555102,2009,7
19555121,2009,6
19555169,2009,8
19555185,2009,10
19555308,2009,1
19555370,2009,8
19555668,2009,10
19555804,0,0
19555925,2009,9
19556091,2009,10
19556125,2009,8
19556127,2009,8
19556188,1977,5
19556330,2009,8
19556450,2009,9
19556451,2009,9
19557114,2009,0
19557204,2009,5
19557356,2009,6
19557396,2009,10
19557451,2010,3
2253112,1990,10
2253232,1990,12
2253400,1990,10
2253626,1990,11
2253648,0,0
2253657,0,0
2253700,1990,9
2253743,0,0
2253807,0,0
2253810,0,0
2253812,0,0
2253815,0,0
2253846,1990,12
2254281,1990,12
2254326,1990,12
2254375,1990,0
2254586,1990,10
2254951,1990,12
2255215,1990,12
2255303,0,0
2255322,1990,12
2255589,1990,10
11166289,2001,2
11166309,2001,4
11166323,2001,3
11166342,0,0
11166547,2001,4
11166737,2001,1
11166738,2001,1
11166788,2001,1
11166805,2001,2
11167028,2001,2
11167545,0,0
11167641,2001,2
11168382,2001,1
11168428,2001,2
11168911,2000,12
13263329,1955,9
27419608,0,0
27419914,2016,8
27420072,2016,7
27421071,2016,9
27421122,2016,10
27421270,2016,10
27421621,2016,11
6447535,1980,5
6447596,1980,8
6447635,1980,0
6447693,1980,7
6447830,1980,0
6447879,1980,8
6447905,1980,3
6448038,1980,9
6448572,1980,3
6448632,1980,9
6448686,1980,9
6449223,1980,8
6449348,1980,10
6449351,1980,10
6449352,1980,10
6449630,1980,12
6449762,1980,8
6449784,0,0
6449785,0,0
6449894,1980,8
6449914,1980,10
6450056,0,0
6450297,1981,1
32661960,2020,11
32662269,2020,8
32662273,2020,8
32662401,0,0
32662413,0,0
32662649,2020,8
32662983,2020,8
32663400,2020,8
32663666,2020,9
32664578,2020,7
36856685,2023,3
36857652,2023,3
12214548,2002,3
12214745,2002,0
12214850,2002,8
12214970,2002,0
12215048,2002,0
12215056,2002,0
12215417,2002,9
12215682,2002,9
12216015,0,0
12216074,2002,10
12216174,0,0
12216254,0,0
12216484,0,0
12216563,0,0
12216565,0,0
12216703,0,0
12216704,0,0
12216808,2002,8
12216810,2002,8
12216861,2002,7
12216963,0,0
12217019,0,0
12217020,0,0
12217022,0,0
12217023,0,0
12217031,0,0
12217039,0,0
12217040,0,0
12217041,0,0
12217044,0,0
12217052,0,0
12217058,0,0
12217060,0,0
12217353,2002,10
12217371,2002,10
155925,1978,0
156022,1979,2
156517,1979,3
156554,1979,4
156793,1979,5
156997,0,0
156998,0,0
156999,0,0
157000,0,0
157008,0,0
157241,0,0
157727,1979,0
157909,1979,0
158138,0,0
158364,1978,0
158390,1979,6
158405,1979,0
158513,1979,0
158514,1979,0
158606,0,0
158681,1979,0
3826055,1987,3
3826342,1987,2
3826614,1986,12
3827145,1986,0
3827241,1987,1
3827247,1987,1
3827531,1987,3
3827812,1986,11
3827856,1986,11
3828178,1987,3
3828324,1987,1
3828334,1987,4
3828360,1987,4
3828392,1987,4
3828453,1987,2
3828486,0,0
3828857,1987,2
33186414,2019,3
33186498,2020,11
33186575,2021,7
33186599,2021,1
33186601,2021,2
33186778,0,0
33186817,2021,2
33187311,2020,11
33187654,2021,3
33187806,2021,1
33187983,0,0
33188483,2021,1
33188577,2021,1
33188667,2020,12
27943648,2017,1
27943669,2017,1
38431390,2024,5
38431823,2024,0
31089342,2019,0
31090757,2019,6
31090768,2019,6
36331891,2022,11
36332471,2022,12
36333647,2023,1
36333836,2023,1
36334457,2023,3
36334720,2023,4
30040440,0,0
30040738,0,0
30040797,0,0
30040809,0,0
30041851,0,0
30041947,2018,8
30043017,2018,8
30043285,2019,4
30564984,2018,12
30565203,2019,3
30565356,2019,1
30565459,2019,1
30565646,2019,1
30565759,2019,2
30566416,0,0
30566582,2019,5
30566583,2019,3
30566719,0,0
30566834,2019,2
30567018,2018,11
5923784,1966,11
12741595,2003,4
12741628,2003,4
12741648,2003,4
12741759,0,0
12741760,0,0
12741762,0,0
12741767,0,0
12741768,0,0
12741772,0,0
12741778,0,0
12741784,0,0
25322194,2014,12
25322323,2014,7
25322439,2015,2
25322561,2014,8
25323003,2014,10
25323103,2015,6
25323642,0,0
25323762,2014,12
22700479,2012,9
22700525,2012,9
22700762,0,0
22701764,2011,10
22702239,2012,7
22702374,2012,7
22702382,2012,0
22702469,0,0
22702742,2012,8
22702814,2012,0
22702838,2012,7
22702901,2012,7
34760205,2021,11
34760633,0,0
34760722,2021,0
34761620,0,0
34761729,2022,1
34761863,2022,1
18506129,2008,6
18506154,2008,8
18506213,2008,4
18506236,2008,6
18506252,2008,6
18506288,0,0
18506294,0,0
18506530,2008,6
18506632,2008,12
18506673,2008,10
18506728,2008,10
18506735,2008,10
18506837,2009,1
18506995,0,0
18507025,0,0
18507034,0,0
18507048,0,0
18507063,0,0
18507070,0,0
18507166,0,0
18507345,2008,2
18507371,2008,6
18507424,2008,6
18507475,0,0
18507612,0,0
18507627,1997,10
18507643,1997,4
18508045,2008,7
18508071,2008,8
18508192,2008,7
18508276,2008,10
18508389,0,0
18508699,2008,5
18508827,2008,10
21127464,2010,12
21127466,2010,12
21127783,2011,1
21127791,2011,2
21128556,0,0
21128594,2011,1
21128645,2011,1
21128655,2010,12
21128667,2011,1
21128731,2011,4
21129091,0,0
21129369,2011,2
21129419,2011,2
21129459,2011,2
21129735,2011,1
21129965,2011,1
21129966,2011,1
21129979,2011,1
21129982,2011,1
21130026,2011,1
21130069,2011,3
21130128,2011,2
16408872,2006,1
16408905,2006,1
16408907,2006,1
16408951,2006,1
16408954,2006,1
16408963,2006,1
16408967,2006,1
16408995,2006,1
